"countryCode","countryName","undernourished","under5mortality","sanitationUrban","sanitationRural","lifeExpectancy","healthExpenditure","maternalMortality","LDC","undernourished2000","undernourished2001","undernourished2002","undernourished2003","undernourished2004","undernourished2005","undernourished2006","undernourished2007","undernourished2008","undernourished2009","undernourished2010","undernourished2011","undernourished2012","undernourished2013","undernourished2014","undernourished2015","undernourished2016","under5_1960","under5_1961","under5_1962","under5_1963","under5_1964","under5_1965","under5_1966","under5_1967","under5_1968","under5_1969","under5_1970","under5_1971","under5_1972","under5_1973","under5_1974","under5_1975","under5_1976","under5_1977","under5_1978","under5_1979","under5_1980","under5_1981","under5_1982","under5_1983","under5_1984","under5_1985","under5_1986","under5_1987","under5_1988","under5_1989","under5_1990","under5_1991","under5_1992","under5_1993","under5_1994","under5_1995","under5_1996","under5_1997","under5_1998","under5_1999","under5_2000","under5_2001","under5_2002","under5_2003","under5_2004","under5_2005","under5_2006","under5_2007","under5_2008","under5_2009","under5_2010","under5_2011","under5_2012","under5_2013","under5_2014","under5_2015","under5_2016","under5_2017","sanitationUrban2000","sanitationUrban2001","sanitationUrban2002","sanitationUrban2003","sanitationUrban2004","sanitationUrban2005","sanitationUrban2006","sanitationUrban2007","sanitationUrban2008","sanitationUrban2009","sanitationUrban2010","sanitationUrban2011","sanitationUrban2012","sanitationUrban2013","sanitationUrban2014","sanitationUrban2015","sanitationRural2000","sanitationRural2001","sanitationRural2002","sanitationRural2003","sanitationRural2004","sanitationRural2005","sanitationRural2006","sanitationRural2007","sanitationRural2008","sanitationRural2009","sanitationRural2010","sanitationRural2011","sanitationRural2012","sanitationRural2013","sanitationRural2014","sanitationRural2015","lifeExpectancy1960","lifeExpectancy1961","lifeExpectancy1962","lifeExpectancy1963","lifeExpectancy1964","lifeExpectancy1965","lifeExpectancy1966","lifeExpectancy1967","lifeExpectancy1968","lifeExpectancy1969","lifeExpectancy1970","lifeExpectancy1971","lifeExpectancy1972","lifeExpectancy1973","lifeExpectancy1974","lifeExpectancy1975","lifeExpectancy1976","lifeExpectancy1977","lifeExpectancy1978","lifeExpectancy1979","lifeExpectancy1980","lifeExpectancy1981","lifeExpectancy1982","lifeExpectancy1983","lifeExpectancy1984","lifeExpectancy1985","lifeExpectancy1986","lifeExpectancy1987","lifeExpectancy1988","lifeExpectancy1989","lifeExpectancy1990","lifeExpectancy1991","lifeExpectancy1992","lifeExpectancy1993","lifeExpectancy1994","lifeExpectancy1995","lifeExpectancy1996","lifeExpectancy1997","lifeExpectancy1998","lifeExpectancy1999","lifeExpectancy2000","lifeExpectancy2001","lifeExpectancy2002","lifeExpectancy2003","lifeExpectancy2004","lifeExpectancy2005","lifeExpectancy2006","lifeExpectancy2007","lifeExpectancy2008","lifeExpectancy2009","lifeExpectancy2010","lifeExpectancy2011","lifeExpectancy2012","lifeExpectancy2013","lifeExpectancy2014","lifeExpectancy2015","lifeExpectancy2016","healthExpenditure2000","healthExpenditure2001","healthExpenditure2002","healthExpenditure2003","healthExpenditure2004","healthExpenditure2005","healthExpenditure2006","healthExpenditure2007","healthExpenditure2008","healthExpenditure2009","healthExpenditure2010","healthExpenditure2011","healthExpenditure2012","healthExpenditure2013","healthExpenditure2014","healthExpenditure2015","maternal1990","maternal1991","maternal1992","maternal1993","maternal1994","maternal1995","maternal1996","maternal1997","maternal1998","maternal1999","maternal2000","maternal2001","maternal2002","maternal2003","maternal2004","maternal2005","maternal2006","maternal2007","maternal2008","maternal2009","maternal2010","maternal2011","maternal2012","maternal2013","maternal2014","maternal2015"
"LUX","Luxembourg",2.5,2.6,97.48556859,98.76010128,82.29268293,6236.000838,10,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,NA,NA,NA,30.2,28.7,27.3,26,24.7,23.5,22.3,21.1,19.9,18.7,17.6,16.7,15.8,15.1,14.5,13.9,13.5,13,12.6,12.2,11.7,11.2,10.7,10.2,9.7,9.2,8.7,8.2,7.7,7.2,6.8,6.4,6,5.6,5.3,5,4.8,4.5,4.2,4,3.8,3.6,3.4,3.3,3.1,3,3,2.9,2.8,2.8,2.7,2.7,2.6,2.6,97.5,97.5,97.5,97.5,97.49912004,97.49788809,97.49665614,97.49542419,97.49419224,97.49296029,97.49172834,97.49049639,97.48926444,97.48803249,97.48680054,97.48556859,98.83908744,98.8338217,98.82855596,98.82329021,98.81802447,98.81275872,98.80749298,98.80222724,98.79696149,98.79169575,98.78643,98.78116426,98.77589852,98.77063277,98.76536703,98.76010128,68.44639024,68.73773171,68.99812195,69.22307317,69.41104878,69.56102439,69.67446341,69.76134146,69.83514634,69.90485366,69.98346341,70.08143902,70.20531707,70.35817073,70.54256098,70.75760976,70.9985122,71.25629268,71.52246341,71.79446341,72.07260976,72.35768293,72.65346341,72.95887805,73.27192683,73.5857561,73.89460976,74.1937561,74.48034146,74.75241463,75.01041463,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.29268293,2894.010934,3106.138853,3583.469812,4596.061031,5601.100906,5817.070683,6066.416322,6661.916205,7547.580848,7639.637271,7451.574721,7165.353721,7096.703518,7535.91273,7557.224133,6236.000838,12,13,13,13,13,13,13,13,12,12,13,13,12,12,12,13,12,12,10,11,11,11,11,10,10,10
"LVA","Latvia",2.5,4.2,97.23456806,83.83526166,74.52926829,783.8456574,18,0,5.3,4.5,3.6,2.9,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,20.7,20.6,20.3,19.6,18.6,17.4,16.3,15.6,15.4,15.8,16.9,18.3,19.4,20,20,19.7,19.1,18,16.7,15.4,14.3,13.4,12.6,11.9,11.1,10.5,9.9,9.3,8.8,8.3,7.8,7.3,6.7,6.1,5.5,5,4.6,4.2,93.11367302,93.11367302,93.40802267,93.70237231,93.99672196,94.2910716,94.58542125,94.8797709,95.17412054,95.46847019,95.76281983,96.05716948,96.35151912,96.64586877,96.94021841,97.23456806,72.43476443,72.43476443,73.24908567,74.0634069,74.87772813,75.69204936,76.50637059,77.32069182,78.13501305,78.94933428,79.76365551,80.57797674,81.39229797,82.2066192,83.02094043,83.83526166,69.78682927,70.03243902,69.4304878,69.82902439,71.02804878,70.72658537,70.70731707,70.39390244,70.04292683,69.79682927,69.83536585,70.16463415,69.87878049,69.81341463,69.74097561,68.92536585,69.04780488,69.10463415,68.98780488,68.49560976,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.52926829,258.7779227,292.8924712,339.723404,402.7044461,565.299112,632.9511231,794.2268418,1155.043278,1308.029756,1058.615997,972.9041483,1074.69537,1068.935393,1151.032738,1224.83122,783.8456574,48,47,48,58,61,54,43,39,37,35,30,29,26,26,23,22,23,23,20,20,19,21,18,18,18,18
"MAC","Macao SAR, China",11.4,NA,NA,NA,83.849,NA,NA,0,22.6,21.9,20.2,18.1,16,14.6,14,13.8,14,14,13.7,13.2,12.6,12.2,11.9,11.6,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.828,65.301,65.757,66.199,66.629,67.055,67.486,67.928,68.388,68.865,69.36,69.869,70.384,70.897,71.4,71.887,72.352,72.793,73.209,73.602,73.974,74.33,74.677,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.937,83.155,83.355,83.536,83.7,83.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAF","St. Martin (French part)",NA,NA,NA,NA,79.62195122,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2195122,72.76829268,72.9195122,72.66829268,73.5195122,73.67073171,74.27073171,74.32195122,74.52195122,75.92439024,75.42439024,75.57317073,75.82195122,75.97073171,76.17073171,76.37073171,76.57073171,76.77073171,76.97073171,77.17073171,77.37073171,77.57073171,77.72195122,77.87073171,78.07073171,78.22195122,78.37073171,78.57073171,78.72195122,78.87073171,79.02195122,79.17073171,79.32195122,79.47073171,79.62195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR","Morocco",3.9,23.3,89.34923862,74.56925889,75.821,159.7730251,121,0,6.8,6.7,6.4,6,5.7,5.7,5.6,5.5,5.5,5.4,5.2,4.9,4.6,4.2,4,3.9,3.9,237.8,232.9,227.9,222.8,217.7,212.3,207,201.7,196.5,191.7,187.2,183,178.9,174.6,169.9,164.6,158.9,152.6,146,139.3,132.6,126.1,119.7,113.6,107.7,102.1,96.9,92,87.5,83.3,79.5,75.9,72.5,69.2,66,62.9,59.9,57.2,54.5,52.1,49.8,47.6,45.5,43.6,41.7,39.9,38.2,36.6,35,33.5,32,30.6,29.2,27.9,26.6,25.4,24.3,23.3,87.36489411,87.49718375,87.62947338,87.76176301,87.89405265,88.02634228,88.15863191,88.29092155,88.42321118,88.55550081,88.68779045,88.82008008,88.95236972,89.08465935,89.21694898,89.34923862,47.31226998,49.30808605,51.32840838,53.37369113,55.44171289,57.18058071,58.91944852,60.65831634,62.39718416,64.13605198,65.8749198,67.61378762,69.35265543,71.09152325,72.83039107,74.56925889,48.458,48.88,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.94,53.305,53.676,54.066,54.492,54.976,55.525,56.141,56.823,57.56,58.339,59.139,59.937,60.717,61.469,62.189,62.878,63.536,64.158,64.733,65.253,65.716,66.129,66.502,66.848,67.184,67.526,67.889,68.284,68.722,69.209,69.738,70.296,70.873,71.456,72.029,72.58,73.097,73.572,73.999,74.377,74.717,75.026,75.309,75.573,75.821,53.58208131,55.84341273,63.39969074,79.44081001,93.43574485,97.32471002,109.8731647,137.2692706,155.243204,169.6273039,168.6640117,176.8651459,169.4891687,178.3749983,181.3844393,159.7730251,317,300,285,273,264,257,249,242,235,228,221,214,207,201,196,190,185,179,172,164,153,144,137,131,126,121
"MCO","Monaco",NA,3.3,100,NA,NA,3315.816901,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,9.3,8.9,8.5,8.1,7.8,7.4,7.1,6.8,6.5,6.2,6,5.8,5.5,5.3,5.2,5,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410.947156,1436.012458,1569.309572,2229.672749,2585.013581,2632.587495,2690.291181,2989.08276,3476.536249,3397.767745,3369.752913,3533.554597,3397.885345,3711.653929,3865.56881,3315.816901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDA","Moldova",NA,15.5,88.7039284,69.96929624,71.61,186.4347609,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5,62.8,61,59.3,57.6,55.9,54.2,52.6,51.3,49.9,48.5,46.8,44.8,42.6,40.5,38.4,36.4,34.8,33.7,33.2,33.5,34.5,35.9,37.3,38.4,38.7,38,36.6,34.3,31.5,28.5,25.6,23,21.1,19.6,18.7,18,17.6,17.4,17.2,17,16.8,16.5,16.3,16,15.7,15.5,86.33259059,86.49067978,86.64876897,86.80685815,86.96494734,87.12303653,87.28112571,87.4392149,87.59730409,87.75539327,87.91348246,88.07157165,88.22966084,88.38775002,88.54583921,88.7039284,60.0646708,60.72497916,61.38528752,62.04559589,62.70590425,63.36621261,64.02652097,64.68682934,65.3471377,66.00744606,66.66775443,67.32806279,67.98837115,68.64867951,69.30898788,69.96929624,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.213,65.221,65.209,65.172,65.111,65.037,64.971,64.951,65.022,65.205,65.499,65.887,66.33,66.772,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.117,70.577,70.961,71.258,71.468,71.61,20.54646872,24.86751113,32.53888306,38.43967217,64.61060005,79.33216574,100.1083965,135.4303741,186.4076865,208.5350175,198.2740063,215.0045539,223.6318907,231.6602652,230.7667917,186.4347609,51,60,55,55,63,66,61,58,53,52,49,45,43,41,37,39,36,36,35,33,34,25,26,24,24,23
"MDG","Madagascar",43.1,44.2,16.18969684,6.179636435,65.932,21.0450533,353,1,34.4,35.5,37,37.5,36.9,35,33.5,32.4,32.2,31.9,31.8,32,33.3,35.5,38.4,41.1,43.1,NA,NA,NA,NA,NA,NA,NA,NA,147.5,149.1,150.6,152.5,154.7,157.2,159.9,162.7,165.2,167.6,169.6,171.6,174,177,179.8,181.6,182.3,181.6,179.4,175.7,170.8,165.4,160,155,150.3,146,141.7,136.9,131.6,125.8,119.6,113.2,107.1,101.3,95.8,90.7,86,81.5,77.3,73.3,69.4,65.5,61.8,58.3,55,52.3,49.9,47.8,45.9,44.2,10.03623902,10.44646954,10.85670007,11.26693059,11.67716111,12.08739163,12.49762215,12.90785267,13.31808319,13.72831371,14.13854423,14.54877476,14.95900528,15.3692358,15.77946632,16.18969684,2.560655991,2.801921353,3.043186716,3.284452079,3.525717442,3.766982805,4.008248168,4.249513531,4.490778894,4.732044257,4.97330962,5.214574983,5.455840346,5.697105709,5.938371072,6.179636435,39.962,40.444,40.924,41.401,41.876,42.351,42.828,43.31,43.796,44.283,44.771,45.257,45.735,46.203,46.656,47.094,47.517,47.926,48.317,48.683,49.005,49.26,49.442,49.56,49.634,49.694,49.781,49.932,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.616,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.932,13.14799085,15.9796437,15.40772492,15.20235645,13.53659308,15.14689405,16.38048182,19.94551215,21.78643476,21.12965292,22.15276623,22.75482694,16.8744002,18.63516343,22.07173841,21.0450533,778,761,738,709,676,644,612,584,561,544,536,531,527,522,519,508,495,482,468,453,436,420,402,384,369,353
"MDV","Maldives",11,7.9,92.94420474,98.31401475,77.339,943.9436734,68,0,14,14.6,15.5,16.6,17.6,18.2,18.1,17,15.2,13.2,11.7,11,11,11.1,11.2,11,11,NA,NA,NA,NA,313.4,305.1,296.4,287.8,279.2,270.2,260.7,250.7,239.8,228,216.2,204.5,193.5,183.1,173.1,163.8,155.1,147.2,139.8,132.9,126.4,120.3,114.4,108.9,103.6,98.5,93.8,89.2,84.6,79.9,75.1,70.2,65.1,59.8,54.5,49.1,43.8,38.6,33.8,29.6,28.7,22.6,20,17.8,16,14.4,13.1,11.9,10.8,10,9.3,8.8,8.3,7.9,95.46634084,95.23705574,95.00777064,94.77848554,94.54920044,94.31991534,94.09063024,93.86134514,93.63206004,93.40277494,93.17348984,92.94420474,92.94420474,92.94420474,92.94420474,92.94420474,71.46425668,74.0038682,76.54347971,79.08309122,81.62270274,84.16231425,86.70192577,89.24153728,91.78114879,94.32076031,96.86037182,98.31401475,98.31401475,98.31401475,98.31401475,98.31401475,37.397,37.995,38.626,39.281,39.956,40.643,41.339,42.046,42.764,43.495,44.241,45.009,45.803,46.624,47.474,48.355,49.271,50.215,51.18,52.154,53.12,54.061,54.964,55.826,56.648,57.437,58.208,58.98,59.766,60.573,61.399,62.237,63.077,63.911,64.739,65.568,66.408,67.267,68.144,69.035,69.936,70.842,71.737,72.603,73.418,74.151,74.771,75.269,75.648,75.92,76.112,76.259,76.401,76.571,76.783,77.042,77.339,163.7321244,222.66279,218.398198,221.3238214,289.6713,308.8188919,361.6017426,463.4825052,707.6711548,645.1841287,593.7822376,663.6121507,550.5896147,772.5930957,988.5433498,943.9436734,677,594,505,425,370,340,289,276,244,206,163,149,146,136,114,101,87,93,96,96,87,82,76,70,69,68
"MEA","Middle East & North Africa",9.134027673,23.1,92.69049029,80.40015791,73.4917998,415.780809,81,0,9.466701821,9.410276814,9.47069557,9.547170559,9.609500972,9.641676825,9.601568838,9.492787417,9.335746676,9.026460018,8.712772116,8.492557282,8.409643337,8.524892345,8.710093373,8.960065587,9.134027673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4,62.7,60.2,57.8,55.4,53.1,50.8,48.7,46.6,44.6,42.6,40.8,39,37.2,35.6,34,32.5,31.1,29.8,28.6,27.6,26.7,26.1,25.4,24.8,24.2,23.6,23.1,92.17379912,92.19157878,92.21444154,92.25337369,92.29533448,92.34053027,92.39361996,92.45138018,92.50935029,92.56366491,92.60703852,92.63699096,92.66029832,92.67816111,92.68569172,92.69049029,71.64759213,72.11174878,72.58623002,73.21155822,73.84943739,74.45741297,75.07657494,75.70887858,76.34499977,76.97543741,77.59680562,78.23190503,78.86144062,79.49398753,79.95777254,80.40015791,46.69612557,47.78497248,48.37395031,48.46485043,49.05852791,49.65227231,50.70606407,51.26136182,51.80491739,52.35448879,52.92661321,53.53698819,54.16271633,54.85919036,55.56432771,56.26780317,56.92904514,57.4901926,57.96810982,58.37347219,58.74539384,59.14104901,59.60410235,60.18855724,60.88842481,61.6929422,62.55059549,63.42817043,64.24503377,65.04621029,65.75480498,66.35781187,66.83791184,67.32713987,67.76348258,68.18365875,68.55506568,68.88593351,69.19943394,69.50463316,69.79555321,70.07930757,70.34422242,70.60351185,70.86495732,71.11193834,71.36338663,71.59897162,71.83395358,72.0600866,72.27176961,72.47396937,72.67549264,72.88490235,73.08773719,73.28575815,73.4917998,146.4787478,153.5054867,152.2228721,149.6356006,164.69713,183.7986834,205.413123,239.8379623,283.5738207,314.1028094,336.3289272,386.3335947,407.9068533,424.3732198,447.5231717,415.780809,166,159,154,149,144,138,133,128,122,117,113,110,107,104,102,100,98,95,93,91,89,87,86,84,83,81
"MEX","Mexico",3.8,13.4,91.43927151,80.73830322,77.118,534.8109296,38,0,4.4,4.4,4.8,5.5,5.8,5.5,5,4.7,4.7,4.7,4.6,4.6,4.6,4.4,4.2,4,3.8,149.2,142.9,137.5,132.8,128.7,125,121.6,118.4,115,111.3,107.5,103.7,99.9,96.3,93,90,86.9,83.8,80.6,77.1,73.3,69.5,65.9,62.5,59.6,57,54.6,52.2,50,47.7,45.4,43.3,41.1,39.1,37.2,35.3,33.5,31.8,30,28.3,26.8,25.3,23.9,22.7,21.6,20.6,19.8,19,18.4,17.8,17.3,16.8,16.4,15.9,15.4,14.8,14.1,13.4,85.08871033,85.51208108,85.93545182,86.35882257,86.78219331,87.20556406,87.6289348,88.05230555,88.47567629,88.89904704,89.32241778,89.74578853,90.16915927,90.59253002,91.01590076,91.43927151,50.4253157,52.44618154,54.46704737,56.48791321,58.50877904,60.52964488,62.55051071,64.57137655,66.59224238,68.61310822,70.63397405,72.65483988,74.67570572,76.69657155,78.71743739,80.73830322,57.082,57.674,58.199,58.662,59.076,59.454,59.814,60.172,60.544,60.94,61.369,61.837,62.334,62.852,63.385,63.928,64.474,65.016,65.548,66.064,66.562,67.04,67.501,67.949,68.385,68.81,69.226,69.635,70.039,70.438,70.836,71.235,71.633,72.029,72.418,72.796,73.158,73.498,73.814,74.103,74.364,74.598,74.809,75.002,75.18,75.347,75.505,75.656,75.802,75.948,76.096,76.251,76.412,76.579,76.753,76.933,77.118,309.6332636,353.903415,375.242382,401.454563,435.2888586,472.1081183,501.0375703,542.7859539,556.534658,477.6488505,538.7447669,565.1291916,580.7484071,617.8746982,593.3984484,534.8109296,90,87,87,87,86,85,82,82,83,82,77,69,61,57,54,54,51,50,50,53,45,42,42,41,39,38
"MHL","Marshall Islands",NA,34,94.78112314,65.90402252,NA,747.0239461,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.9,116.1,110.8,105.9,101.4,97.2,93.3,89.6,86.1,82.6,79.3,76.2,73.6,71.5,70,69,68.2,67.5,66.8,66.1,65.1,64,62.6,61.1,59.5,57.9,56.3,54.5,52.7,50.8,48.9,47,45.2,43.5,42.2,41.3,40.8,40.6,40.6,40.6,40.7,40.7,40.6,40.3,40.1,39.9,39.6,39.4,39.2,39,38.8,38.5,38.1,37.5,36.7,35.8,34.9,34,NA,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,94.78112314,NA,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,65.90402252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.14146341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.50487805,65.23902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.2504074,472.1640189,456.8031941,463.3636887,545.3914045,696.9285563,758.1255617,661.2049025,637.1614577,611.1770069,607.4715689,627.6458072,657.2114578,703.6904893,650.0903248,747.0239461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIC","Middle income",10.76399265,36.17544194,80.42511262,51.22685571,71.33372504,256.6914942,180,0,16.09540159,16.1363748,16.30799607,16.33928865,16.14815733,15.63880759,14.89800908,14.11902786,13.46566114,12.93482549,12.46922066,12.08066193,11.80934863,11.41520978,11.03779058,10.81751156,10.76399265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.34021617,89.94741875,88.63679057,87.23563927,85.79057858,84.15838243,82.36650184,80.39135872,78.26532677,75.92140696,73.40738445,70.7745806,68.09008927,65.41991245,63.09544118,60.14656485,57.58443422,55.06869916,52.83801773,50.26554224,48.04528402,45.91689991,43.97068216,42.14025626,40.46361948,38.91175126,37.4957655,36.17544194,74.05617099,74.43486553,74.82028798,75.21604085,75.61847258,76.03544858,76.54754608,76.96739501,77.39248994,77.82456762,78.2614054,78.69812844,79.1346787,79.57328534,80.00767871,80.42511262,37.07380461,37.75990475,38.66484242,39.5774167,40.49528269,41.42425873,42.45977184,43.39075092,44.32859603,45.27957043,46.24169768,47.22397845,48.21985695,49.22638556,50.22673948,51.22685571,47.70147893,48.24118395,48.86547398,49.6034957,50.46445623,51.41241687,52.39665065,53.36608861,54.27819664,55.10085145,55.8525991,56.52089581,57.12141623,57.70737599,58.27493672,58.79145024,59.30428231,59.78838151,60.24301819,60.64739839,61.03395689,61.39988064,61.75347451,62.06610517,62.35347133,62.67649659,63.03142254,63.32224836,63.59784199,63.85713287,64.10675056,64.34694647,64.53267482,64.70484076,64.93765097,65.20275838,65.51522273,65.84688054,66.15573174,66.43140621,66.73152738,67.0428844,67.34251749,67.64952058,67.96985381,68.27144424,68.60920817,68.93487136,69.2400306,69.56426251,69.85579756,70.15600174,70.42353639,70.68094329,70.90840913,71.12668337,71.33372504,59.61316006,60.65643133,63.47530054,71.08953509,82.33094862,96.93579506,113.0336055,136.8953654,164.415816,168.3671565,194.4864304,224.5730065,238.8716824,254.3680817,263.352761,256.6914942,351,345,340,335,331,327,322,317,312,304,295,286,275,264,254,243,232,224,214,212,205,197,192,188,184,180
